WKT,name,description,id,province_id,alt_name,latitude,longitude
"POINT (110.1766295 -7.7926558)",KABUPATEN KULON PROGO,id: 3401
province_id: 34
alt_name: KABUPATEN KULON PROGO
latitude: -7.645
longitude: 110.02694,3401.0,34.0,KABUPATEN KULON PROGO,-7.645,110.02694
"POINT (110.36667 -7.9 0.0)",KABUPATEN BANTUL,id: 3402
province_id: 34
alt_name: KABUPATEN BANTUL
latitude: -7.9
longitude: 110.36667,3402.0,34.0,KABUPATEN BANTUL,-7.9,110.36667
"POINT (110.61667 -7.98333 0.0)",KABUPATEN GUNUNG KIDUL,id: 3403
province_id: 34
alt_name: KABUPATEN GUNUNG KIDUL
latitude: -7.98333
longitude: 110.61667,3403.0,34.0,KABUPATEN GUNUNG KIDUL,-7.98333,110.61667
"POINT (110.32333 -7.68167 0.0)",KABUPATEN SLEMAN,id: 3404
province_id: 34
alt_name: KABUPATEN SLEMAN
latitude: -7.68167
longitude: 110.32333,3404.0,34.0,KABUPATEN SLEMAN,-7.68167,110.32333
"POINT (110.375 -7.8 0.0)",KOTA YOGYAKARTA,id: 3471
province_id: 34
alt_name: KOTA YOGYAKARTA
latitude: -7.8
longitude: 110.375,3471.0,34.0,KOTA YOGYAKARTA,-7.8,110.375
